t.name,s.id,s.name,s.description,labels(s)
"""Full Stack C# Developer""","""KS125H86V0H8MRM09HT4""","""Java Message Service (JMS)""","""The Jakarta Messaging API is a Java application programming interface (API) for message-oriented middleware. It provides generic messaging models, able to handle the producer–consumer problem, that can be used to facilitate the sending and receiving of messages between software systems. Jakarta Messaging is a part of Jakarta EE and was originally defined by a specification developed at Sun Microsystems before being guided by the Java Community Process.""","[""SpecializedSkill""]"
"""Java Software Developer""","""KS125H86V0H8MRM09HT4""","""Java Message Service (JMS)""","""The Jakarta Messaging API is a Java application programming interface (API) for message-oriented middleware. It provides generic messaging models, able to handle the producer–consumer problem, that can be used to facilitate the sending and receiving of messages between software systems. Jakarta Messaging is a part of Jakarta EE and was originally defined by a specification developed at Sun Microsystems before being guided by the Java Community Process.""","[""SpecializedSkill""]"
"""Developer""","""KSFHTQAW0H2ZVS5627SD""","""Java Module""","""The Java Platform Module System specifies a distribution format for collections of Java code and associated resources. It also specifies a repository for storing these collections, or modules, and identifies how they can be discovered, loaded and checked for integrity. It includes features such as namespaces with the aim of fixing some of the shortcomings in the existing JAR format, especially the JAR Hell, which can lead to issues such as classpath and class loading problems.""","[""SpecializedSkill""]"
"""Java Developer""","""KS125K16P28H2TSNWY6F""","""Java Naming And Directory Interface""","""The Java Naming and Directory Interface (JNDI) is a Java API for a directory service that allows Java software clients to discover and look up data and resources via a name. Like all Java APIs that interface with host systems, JNDI is independent of the underlying implementation. Additionally, it specifies a service provider interface (SPI) that allows directory service implementations to be plugged into the framework. The information looked up via JNDI may be supplied by a server, a flat file, or a database; the choice is up to the implementation used.""","[""SpecializedSkill""]"
"""Software Developer""","""KS125K16P28H2TSNWY6F""","""Java Naming And Directory Interface""","""The Java Naming and Directory Interface (JNDI) is a Java API for a directory service that allows Java software clients to discover and look up data and resources via a name. Like all Java APIs that interface with host systems, JNDI is independent of the underlying implementation. Additionally, it specifies a service provider interface (SPI) that allows directory service implementations to be plugged into the framework. The information looked up via JNDI may be supplied by a server, a flat file, or a database; the choice is up to the implementation used.""","[""SpecializedSkill""]"
"""Java Developer""","""KS125K26D9NHG46FQGG7""","""Java Native Interface""","""In software design, the Java Native Interface (JNI) is a foreign function interface programming framework that enables Java code running in a Java virtual machine (JVM) to call and be called by native applications and libraries written in other languages such as C, C++ and assembly.""","[""SpecializedSkill""]"
"""Application Developer""","""KS125K363M6L3JKVQ120""","""Java Network Launch Protocol (JNLP)""","""Java Network Launch Protocol (JNLP) is a technology that allows an application to be launched and run over a network, typically the internet. It provides a way for Java applications to be deployed and executed on remote client machines without the need for manual installation or configuration. JNLP files contain information about the application, including its location, version, and required resources, which are used by the Java Web Start software to download and launch the application.""","[""SpecializedSkill""]"
"""Cloud Automation Developer Principal Consultant""","""KS125H96ZC1YN9ZC9MB6""","""Java Object Oriented Querying""","""jOOQ Object Oriented Querying, commonly known as jOOQ, is a light database-mapping software library in Java that implements the active record pattern. Its purpose is to be both relational and object oriented by providing a domain-specific language to construct queries from classes generated from a database schema.""","[""SpecializedSkill""]"
"""Java Developer""","""KS125H96ZC1YN9ZC9MB6""","""Java Object Oriented Querying""","""jOOQ Object Oriented Querying, commonly known as jOOQ, is a light database-mapping software library in Java that implements the active record pattern. Its purpose is to be both relational and object oriented by providing a domain-specific language to construct queries from classes generated from a database schema.""","[""SpecializedSkill""]"
"""Java Developer""","""KS125HB6G02C5JXYWMRV""","""Java Package""","""A Java package organizes Java classes into namespaces, 
providing a unique namespace for each type it contains. 
Classes in the same package can access each other's package-private and protected members.""","[""SpecializedSkill""]"
"""Java Back End Developer""","""KS125HB6G02C5JXYWMRV""","""Java Package""","""A Java package organizes Java classes into namespaces, 
providing a unique namespace for each type it contains. 
Classes in the same package can access each other's package-private and protected members.""","[""SpecializedSkill""]"
"""J2EE Developer""","""KS125HB6G02C5JXYWMRV""","""Java Package""","""A Java package organizes Java classes into namespaces, 
providing a unique namespace for each type it contains. 
Classes in the same package can access each other's package-private and protected members.""","[""SpecializedSkill""]"
"""Java Developer""","""KS125HB70CNRRS0RX5KJ""","""Java Persistence API""","""Jakarta Persistence is a Jakarta EE application programming interface specification that describes the management of relational data in enterprise Java applications.""","[""SpecializedSkill""]"
"""Full Stack Java Developer""","""KS125HB70CNRRS0RX5KJ""","""Java Persistence API""","""Jakarta Persistence is a Jakarta EE application programming interface specification that describes the management of relational data in enterprise Java applications.""","[""SpecializedSkill""]"
"""Full Stack C# Developer""","""KS125HB70CNRRS0RX5KJ""","""Java Persistence API""","""Jakarta Persistence is a Jakarta EE application programming interface specification that describes the management of relational data in enterprise Java applications.""","[""SpecializedSkill""]"
"""Java Software Developer""","""KS125HB70CNRRS0RX5KJ""","""Java Persistence API""","""Jakarta Persistence is a Jakarta EE application programming interface specification that describes the management of relational data in enterprise Java applications.""","[""SpecializedSkill""]"
"""Java Developer""","""KS125HC5W4PC87VS2NH0""","""Java Persistence Query Language""","""The Jakarta Persistence Query Language is a platform-independent object-oriented query language defined as part of the Jakarta Persistence specification.""","[""SpecializedSkill""]"
"""AWS Cloud Developer""","""KS125HC5W4PC87VS2NH0""","""Java Persistence Query Language""","""The Jakarta Persistence Query Language is a platform-independent object-oriented query language defined as part of the Jakarta Persistence specification.""","[""SpecializedSkill""]"
"""Java Application Developer""","""KS125HC5W4PC87VS2NH0""","""Java Persistence Query Language""","""The Jakarta Persistence Query Language is a platform-independent object-oriented query language defined as part of the Jakarta Persistence specification.""","[""SpecializedSkill""]"
"""Java Developer""","""KS123KG6DL8N3D5ZW036""","""Java Platform Enterprise Edition (J2EE)""","""Jakarta EE, formerly Java Platform, Enterprise Edition and Java 2 Platform, Enterprise Edition (J2EE), is a set of specifications, extending Java SE with specifications for enterprise features such as distributed computing and web services. Jakarta EE applications are run on reference runtimes, that can be microservices or application servers, which handle transactions, security, scalability, concurrency and management of the components it is deploying.""","[""SpecializedSkill""]"
"""Full Stack Java Developer""","""KS123KG6DL8N3D5ZW036""","""Java Platform Enterprise Edition (J2EE)""","""Jakarta EE, formerly Java Platform, Enterprise Edition and Java 2 Platform, Enterprise Edition (J2EE), is a set of specifications, extending Java SE with specifications for enterprise features such as distributed computing and web services. Jakarta EE applications are run on reference runtimes, that can be microservices or application servers, which handle transactions, security, scalability, concurrency and management of the components it is deploying.""","[""SpecializedSkill""]"
"""Software Developer""","""KS123KG6DL8N3D5ZW036""","""Java Platform Enterprise Edition (J2EE)""","""Jakarta EE, formerly Java Platform, Enterprise Edition and Java 2 Platform, Enterprise Edition (J2EE), is a set of specifications, extending Java SE with specifications for enterprise features such as distributed computing and web services. Jakarta EE applications are run on reference runtimes, that can be microservices or application servers, which handle transactions, security, scalability, concurrency and management of the components it is deploying.""","[""SpecializedSkill""]"
"""Full Stack C# Developer""","""KS123KG6DL8N3D5ZW036""","""Java Platform Enterprise Edition (J2EE)""","""Jakarta EE, formerly Java Platform, Enterprise Edition and Java 2 Platform, Enterprise Edition (J2EE), is a set of specifications, extending Java SE with specifications for enterprise features such as distributed computing and web services. Jakarta EE applications are run on reference runtimes, that can be microservices or application servers, which handle transactions, security, scalability, concurrency and management of the components it is deploying.""","[""SpecializedSkill""]"
"""Java Developer""","""KS125G76924W6C1ZNPW5""","""Java Platform Standard Edition (J2SE)""","""Java Platform, Standard Edition is a computing platform for development and deployment of portable code for desktop and server environments. Java SE was formerly known as Java 2 Platform, Standard Edition (J2SE).""","[""SpecializedSkill""]"
"""Full Stack Java Developer""","""KS125G76924W6C1ZNPW5""","""Java Platform Standard Edition (J2SE)""","""Java Platform, Standard Edition is a computing platform for development and deployment of portable code for desktop and server environments. Java SE was formerly known as Java 2 Platform, Standard Edition (J2SE).""","[""SpecializedSkill""]"
"""Websphere Portal Developer""","""KS125HC5XR4T821SH7GB""","""Java Portlet Specification""","""The Java Portlet Specification defines a contract between the portlet container and portlets and provides a convenient programming model for Java portlet developers.""","[""SpecializedSkill""]"
"""AEM Developer""","""KS125HC5XR4T821SH7GB""","""Java Portlet Specification""","""The Java Portlet Specification defines a contract between the portlet container and portlets and provides a convenient programming model for Java portlet developers.""","[""SpecializedSkill""]"
"""Portal Developer""","""KS125HC5XR4T821SH7GB""","""Java Portlet Specification""","""The Java Portlet Specification defines a contract between the portlet container and portlets and provides a convenient programming model for Java portlet developers.""","[""SpecializedSkill""]"
"""Java Developer""","""BGSD3722ADE8B71FABE3""","""Java Profiler""","""A Java Profiler is a software tool used to analyze and optimize the performance of Java applications. It can identify bottlenecks in the code, memory leaks, CPU usage, and other performance-related issues. Java Profilers provide detailed insights into the application's behavior, including thread activity, heap memory usage, object allocation, and method execution times. This information is crucial to developers and system administrators to diagnose and fix performance issues that impact user experience and productivity.""","[""SpecializedSkill""]"
"""Ruby on Rails Developer""","""BGSD3722ADE8B71FABE3""","""Java Profiler""","""A Java Profiler is a software tool used to analyze and optimize the performance of Java applications. It can identify bottlenecks in the code, memory leaks, CPU usage, and other performance-related issues. Java Profilers provide detailed insights into the application's behavior, including thread activity, heap memory usage, object allocation, and method execution times. This information is crucial to developers and system administrators to diagnose and fix performance issues that impact user experience and productivity.""","[""SpecializedSkill""]"
"""Full Stack Java Developer""","""BGSD3722ADE8B71FABE3""","""Java Profiler""","""A Java Profiler is a software tool used to analyze and optimize the performance of Java applications. It can identify bottlenecks in the code, memory leaks, CPU usage, and other performance-related issues. Java Profilers provide detailed insights into the application's behavior, including thread activity, heap memory usage, object allocation, and method execution times. This information is crucial to developers and system administrators to diagnose and fix performance issues that impact user experience and productivity.""","[""SpecializedSkill""]"
"""Java/J2EE Developer""","""BGSD3722ADE8B71FABE3""","""Java Profiler""","""A Java Profiler is a software tool used to analyze and optimize the performance of Java applications. It can identify bottlenecks in the code, memory leaks, CPU usage, and other performance-related issues. Java Profilers provide detailed insights into the application's behavior, including thread activity, heap memory usage, object allocation, and method execution times. This information is crucial to developers and system administrators to diagnose and fix performance issues that impact user experience and productivity.""","[""SpecializedSkill""]"
"""Software Developer Engineer""","""KS125HC7774SS8G7HQGB""","""Java Runtime Environment""","""A Java virtual machine (JVM) is a virtual machine that enables a computer to run Java programs as well as programs written in other languages that are also compiled to Java bytecode. The JVM is detailed by a specification that formally describes what is required in a JVM implementation. Having a specification ensures interoperability of Java programs across different implementations so that program authors using the Java Development Kit (JDK) need not worry about idiosyncrasies of the underlying hardware platform.""","[""SpecializedSkill""]"
"""Business Information Developer Consultant""","""KS125HD6TJTKLM9BJPLF""","""Java Scripting Languages""","""This list of JVM Languages comprises notable computer programming languages that are used to produce computer software that runs on the Java virtual machine (JVM). Some of these languages are interpreted by a Java program, and some are compiled to Java bytecode and JIT-compiled during execution as regular Java programs to improve performance.""","[""SpecializedSkill""]"
"""Angular Developer""","""KS125HD6TJTKLM9BJPLF""","""Java Scripting Languages""","""This list of JVM Languages comprises notable computer programming languages that are used to produce computer software that runs on the Java virtual machine (JVM). Some of these languages are interpreted by a Java program, and some are compiled to Java bytecode and JIT-compiled during execution as regular Java programs to improve performance.""","[""SpecializedSkill""]"
"""Java Back End Developer""","""KS125L75ZFXYKLK44L4K""","""Java Secure Socket Extension""","""In computing, the Java Secure Socket Extension (JSSE) provides a set of packages that enable secure Internet communications. It implements a Java technology version of the Secure Sockets Layer (SSL) and the Transport Layer Security (TLS) protocols. It includes functionality for data encryption, server authentication, message integrity, and optional client-authentication.""","[""SpecializedSkill""]"
"""Software Developer""","""KS125L75ZFXYKLK44L4K""","""Java Secure Socket Extension""","""In computing, the Java Secure Socket Extension (JSSE) provides a set of packages that enable secure Internet communications. It implements a Java technology version of the Secure Sockets Layer (SSL) and the Transport Layer Security (TLS) protocols. It includes functionality for data encryption, server authentication, message integrity, and optional client-authentication.""","[""SpecializedSkill""]"
"""Java Developer""","""KS125HD726463D26MZ81""","""Java Security""","""The Java platform provides a number of features designed for improving the security of Java applications. This includes enforcing runtime constraints through the use of the Java Virtual Machine (JVM), a security manager that sandboxes untrusted code from the rest of the operating system, and a suite of security APIs that Java developers can utilise. Despite this, criticism has been directed at the programming language, and Oracle, due to an increase in malicious programs that revealed security vulnerabilities in the JVM, which were subsequently not properly addressed by Oracle in a timely manner.""","[""SpecializedSkill""]"
"""Full Stack C# Developer""","""KS125HD726463D26MZ81""","""Java Security""","""The Java platform provides a number of features designed for improving the security of Java applications. This includes enforcing runtime constraints through the use of the Java Virtual Machine (JVM), a security manager that sandboxes untrusted code from the rest of the operating system, and a suite of security APIs that Java developers can utilise. Despite this, criticism has been directed at the programming language, and Oracle, due to an increase in malicious programs that revealed security vulnerabilities in the JVM, which were subsequently not properly addressed by Oracle in a timely manner.""","[""SpecializedSkill""]"
"""Software Developer""","""KS125HD726463D26MZ81""","""Java Security""","""The Java platform provides a number of features designed for improving the security of Java applications. This includes enforcing runtime constraints through the use of the Java Virtual Machine (JVM), a security manager that sandboxes untrusted code from the rest of the operating system, and a suite of security APIs that Java developers can utilise. Despite this, criticism has been directed at the programming language, and Oracle, due to an increase in malicious programs that revealed security vulnerabilities in the JVM, which were subsequently not properly addressed by Oracle in a timely manner.""","[""SpecializedSkill""]"
"""Java Developer""","""KS125HD74D2VY8344XHG""","""Java Servlet""","""A Jakarta Servlet is a Java software component that extends the capabilities of a server. Although servlets can respond to many types of requests, they most commonly implement web containers for hosting web applications on web servers and thus qualify as a server-side servlet web API. Such web servlets are the Java counterpart to other dynamic web content technologies such as PHP and ASP.NET.""","[""SpecializedSkill""]"
"""Full Stack C# Developer""","""KS125HD74D2VY8344XHG""","""Java Servlet""","""A Jakarta Servlet is a Java software component that extends the capabilities of a server. Although servlets can respond to many types of requests, they most commonly implement web containers for hosting web applications on web servers and thus qualify as a server-side servlet web API. Such web servlets are the Java counterpart to other dynamic web content technologies such as PHP and ASP.NET.""","[""SpecializedSkill""]"
"""Sailpoint Developer""","""KS125HD74D2VY8344XHG""","""Java Servlet""","""A Jakarta Servlet is a Java software component that extends the capabilities of a server. Although servlets can respond to many types of requests, they most commonly implement web containers for hosting web applications on web servers and thus qualify as a server-side servlet web API. Such web servlets are the Java counterpart to other dynamic web content technologies such as PHP and ASP.NET.""","[""SpecializedSkill""]"
"""Full Stack Java Developer""","""KS125HD74D2VY8344XHG""","""Java Servlet""","""A Jakarta Servlet is a Java software component that extends the capabilities of a server. Although servlets can respond to many types of requests, they most commonly implement web containers for hosting web applications on web servers and thus qualify as a server-side servlet web API. Such web servlets are the Java counterpart to other dynamic web content technologies such as PHP and ASP.NET.""","[""SpecializedSkill""]"
"""Full Stack Java Developer""","""KS125HJ67V3JCF1687RJ""","""Java Transaction API""","""The Jakarta Transactions, one of the Jakarta EE APIs, enables distributed transactions to be done across multiple X/Open XA resources in a Java environment. JTA was a specification developed under the Java Community Process as JSR 907. JTA provides for:demarcation of transaction boundaries
X/Open XA API allowing resources to participate in transactions.""","[""SpecializedSkill""]"
"""Full Stack C# Developer""","""KS125HJ67V3JCF1687RJ""","""Java Transaction API""","""The Jakarta Transactions, one of the Jakarta EE APIs, enables distributed transactions to be done across multiple X/Open XA resources in a Java environment. JTA was a specification developed under the Java Community Process as JSR 907. JTA provides for:demarcation of transaction boundaries
X/Open XA API allowing resources to participate in transactions.""","[""SpecializedSkill""]"
"""Java Developer""","""KS125HD5YTJZ8J360S65""","""Java Virtual Machine (JVM)""","""A Java virtual machine (JVM) is a virtual machine that enables a computer to run Java programs as well as programs written in other languages that are also compiled to Java bytecode. The JVM is detailed by a specification that formally describes what is required in a JVM implementation. Having a specification ensures interoperability of Java programs across different implementations so that program authors using the Java Development Kit (JDK) need not worry about idiosyncrasies of the underlying hardware platform.""","[""SpecializedSkill""]"
"""Java Developer""","""KS125HF730SZ2XP4RL1L""","""Java Web Services""","""Jakarta Web Services Metadata, as a part of Jakarta XML Web Services (JAX-WS), is a Java programming language specification (JSR-181) primarily used to standardize the development of web service interfaces for the Jakarta EE platform.""","[""SpecializedSkill""]"
"""Full Stack Java Developer""","""KS125HF730SZ2XP4RL1L""","""Java Web Services""","""Jakarta Web Services Metadata, as a part of Jakarta XML Web Services (JAX-WS), is a Java programming language specification (JSR-181) primarily used to standardize the development of web service interfaces for the Jakarta EE platform.""","[""SpecializedSkill""]"
"""Mulesoft Developer""","""KS125HF730SZ2XP4RL1L""","""Java Web Services""","""Jakarta Web Services Metadata, as a part of Jakarta XML Web Services (JAX-WS), is a Java programming language specification (JSR-181) primarily used to standardize the development of web service interfaces for the Jakarta EE platform.""","[""SpecializedSkill""]"
"""Java Developer""","""KS125H874XSHM435BP9H""","""Java Web Start""","""In computing, Java Web Start was a framework developed by Sun Microsystems that allows users to start application software for the Java Platform directly from the Internet using a web browser. Some key benefits of this technology included seamless version updating for globally distributed applications and greater control of memory allocation to the Java virtual machine.""","[""SpecializedSkill""]"
"""Java Web Developer""","""KS125H874XSHM435BP9H""","""Java Web Start""","""In computing, Java Web Start was a framework developed by Sun Microsystems that allows users to start application software for the Java Platform directly from the Internet using a web browser. Some key benefits of this technology included seamless version updating for globally distributed applications and greater control of memory allocation to the Java virtual machine.""","[""SpecializedSkill""]"
"""Full Stack Java Developer""","""KS125H874XSHM435BP9H""","""Java Web Start""","""In computing, Java Web Start was a framework developed by Sun Microsystems that allows users to start application software for the Java Platform directly from the Internet using a web browser. Some key benefits of this technology included seamless version updating for globally distributed applications and greater control of memory allocation to the Java virtual machine.""","[""SpecializedSkill""]"
"""Web Developer""","""KS125H874XSHM435BP9H""","""Java Web Start""","""In computing, Java Web Start was a framework developed by Sun Microsystems that allows users to start application software for the Java Platform directly from the Internet using a web browser. Some key benefits of this technology included seamless version updating for globally distributed applications and greater control of memory allocation to the Java virtual machine.""","[""SpecializedSkill""]"
"""Java Developer""","""KS125HK684KKQXXMT669""","""Java XML""","""The Java programming language XML APIs developed by Sun Microsystems consist of the following separate computer-programming APIs:Java API for XML Processing, or JAXP
Java API for XML Messaging, or JAXM
Jakarta XML RPC, or JAX-RPC — formerly Java API for XML Based RPC deprecated for Java API for XML Web Services
Jakarta XML Registries, or JAXR — formerly Java API for XML Registries
Jakarta XML Web Services, or JAX-WS — formerly Java API for XML Web Services
Jakarta RESTful Web Services, or JAX-RS — formerly Java API for RESTful Web Services
Java API for XQuery, or XQJ
Jakarta XML Binding, or JAXB — formerly Java Architecture for XML Binding 
Streaming XML processing, or StAX""","[""SpecializedSkill""]"
"""Full Stack C# Developer""","""KS1200771D9CR9LB4MWW""","""JavaScript (Programming Language)""","""JavaScript, often abbreviated as JS, is a programming language that conforms to the ECMAScript specification. JavaScript is high-level, often just-in-time compiled, and multi-paradigm. It has curly-bracket syntax, dynamic typing, prototype-based object-orientation, and first-class functions.""","[""SpecializedSkill""]"
"""Software Developer""","""KS1200771D9CR9LB4MWW""","""JavaScript (Programming Language)""","""JavaScript, often abbreviated as JS, is a programming language that conforms to the ECMAScript specification. JavaScript is high-level, often just-in-time compiled, and multi-paradigm. It has curly-bracket syntax, dynamic typing, prototype-based object-orientation, and first-class functions.""","[""SpecializedSkill""]"
""".NET Developer""","""KS1200771D9CR9LB4MWW""","""JavaScript (Programming Language)""","""JavaScript, often abbreviated as JS, is a programming language that conforms to the ECMAScript specification. JavaScript is high-level, often just-in-time compiled, and multi-paradigm. It has curly-bracket syntax, dynamic typing, prototype-based object-orientation, and first-class functions.""","[""SpecializedSkill""]"
"""Full Stack Application Developer""","""KS5CK68ZCJ9V6TPMVRSF""","""JavaScript Build""","""JavaScript Build is a specialized skill that involves creating build processes and automation workflows using tools and technologies such as Webpack, Gulp, Grunt, and npm. This skill is essential for front-end developers and is used to optimize, compile, and bundle JavaScript code for better performance and faster loading times. It requires knowledge of programming concepts, server-side scripting, and various build tools and their configurations.""","[""SpecializedSkill""]"
"""Full Stack C# Developer""","""KS9Q8PMLZU1ALDE5GK6W""","""JavaScript Engine""","""A JavaScript engine is a computer program that executes JavaScript (JS) code. The first JavaScript engines were mere interpreters, but all relevant modern engines use just-in-time compilation for improved performance.""","[""SpecializedSkill""]"
"""Full Stack C# Developer""","""KS125HL70PSCMY4FSF0M""","""JavaScript Frameworks""","""A JavaScript framework is an application framework written in JavaScript. It differs from a JavaScript library in its control flow: A library offers functions to be called by its parent code, whereas a framework defines the entire application design. A developer does not call a framework; instead, the framework calls and uses the code in some particular way. Some JavaScript frameworks follow the model–view–controller paradigm designed to segregate a web application into orthogonal units to improve code quality and maintainability. Examples include AngularJS, Ember.js, Meteor.js, and Vue.js.""","[""SpecializedSkill""]"
"""Software Developer""","""KS125HL70PSCMY4FSF0M""","""JavaScript Frameworks""","""A JavaScript framework is an application framework written in JavaScript. It differs from a JavaScript library in its control flow: A library offers functions to be called by its parent code, whereas a framework defines the entire application design. A developer does not call a framework; instead, the framework calls and uses the code in some particular way. Some JavaScript frameworks follow the model–view–controller paradigm designed to segregate a web application into orthogonal units to improve code quality and maintainability. Examples include AngularJS, Ember.js, Meteor.js, and Vue.js.""","[""SpecializedSkill""]"
""".NET Developer""","""KS125HL70PSCMY4FSF0M""","""JavaScript Frameworks""","""A JavaScript framework is an application framework written in JavaScript. It differs from a JavaScript library in its control flow: A library offers functions to be called by its parent code, whereas a framework defines the entire application design. A developer does not call a framework; instead, the framework calls and uses the code in some particular way. Some JavaScript frameworks follow the model–view–controller paradigm designed to segregate a web application into orthogonal units to improve code quality and maintainability. Examples include AngularJS, Ember.js, Meteor.js, and Vue.js.""","[""SpecializedSkill""]"
"""Full Stack C# Developer""","""KS125HM5W3TSTDC5H70H""","""JavaScript Libraries""","""A JavaScript library is a library of pre-written JavaScript that allows for easier development of JavaScript-based applications, especially for AJAX and other web-centric technologies.""","[""SpecializedSkill""]"
""".NET Developer""","""KS125HM5W3TSTDC5H70H""","""JavaScript Libraries""","""A JavaScript library is a library of pre-written JavaScript that allows for easier development of JavaScript-based applications, especially for AJAX and other web-centric technologies.""","[""SpecializedSkill""]"
"""Full Stack JavaScript Developer""","""KS125HM5W3TSTDC5H70H""","""JavaScript Libraries""","""A JavaScript library is a library of pre-written JavaScript that allows for easier development of JavaScript-based applications, especially for AJAX and other web-centric technologies.""","[""SpecializedSkill""]"
"""Full Stack Java Developer""","""KSS4ESYM02Z3TZ7ZHMDX""","""Jenkins 2""","""Jenkins is a free and open source automation server. It helps automate the parts of software development related to building, testing, and deploying, facilitating continuous integration and continuous delivery. It is a server-based system that runs in servlet containers such as Apache Tomcat. It supports version control tools, including AccuRev, CVS, Subversion, Git, Mercurial, Perforce, ClearCase and RTC, and can execute Apache Ant, Apache Maven and sbt based projects as well as arbitrary shell scripts and Windows batch commands.""","[""SpecializedSkill""]"
"""Full Stack C# Developer""","""KSS4ESYM02Z3TZ7ZHMDX""","""Jenkins 2""","""Jenkins is a free and open source automation server. It helps automate the parts of software development related to building, testing, and deploying, facilitating continuous integration and continuous delivery. It is a server-based system that runs in servlet containers such as Apache Tomcat. It supports version control tools, including AccuRev, CVS, Subversion, Git, Mercurial, Perforce, ClearCase and RTC, and can execute Apache Ant, Apache Maven and sbt based projects as well as arbitrary shell scripts and Windows batch commands.""","[""SpecializedSkill""]"
"""Cloud Automation Developer Principal Consultant""","""KSS4ESYM02Z3TZ7ZHMDX""","""Jenkins 2""","""Jenkins is a free and open source automation server. It helps automate the parts of software development related to building, testing, and deploying, facilitating continuous integration and continuous delivery. It is a server-based system that runs in servlet containers such as Apache Tomcat. It supports version control tools, including AccuRev, CVS, Subversion, Git, Mercurial, Perforce, ClearCase and RTC, and can execute Apache Ant, Apache Maven and sbt based projects as well as arbitrary shell scripts and Windows batch commands.""","[""SpecializedSkill""]"
"""Full Stack C# Developer""","""KSSX35B8FAQRTCSXXNAH""","""Kibana""","""Kibana is a data visualization dashboard for Elasticsearch. It provides visualization capabilities on top of the content indexed on an Elasticsearch cluster. Users can create bar, line and scatter plots, or pie charts and maps on top of large volumes of data.""","[""SpecializedSkill""]"
"""Android Developer""","""KSGQ9QZ5IFB2Q2JYUENP""","""Kotlin""","""Kotlin is a cross-platform, statically typed, general-purpose programming language with type inference. Kotlin is designed to interoperate fully with Java, and the JVM version of Kotlin's standard library depends on the Java Class Library,

but type inference allows its syntax to be more concise. Kotlin mainly targets the JVM, but also compiles to JavaScript or native code via LLVM. Language development costs are borne by JetBrains, while the Kotlin Foundation protects the Kotlin trademark.""","[""SpecializedSkill""]"
"""Mobile Developer""","""KSGQ9QZ5IFB2Q2JYUENP""","""Kotlin""","""Kotlin is a cross-platform, statically typed, general-purpose programming language with type inference. Kotlin is designed to interoperate fully with Java, and the JVM version of Kotlin's standard library depends on the Java Class Library,

but type inference allows its syntax to be more concise. Kotlin mainly targets the JVM, but also compiles to JavaScript or native code via LLVM. Language development costs are borne by JetBrains, while the Kotlin Foundation protects the Kotlin trademark.""","[""SpecializedSkill""]"
""".NET Developer""","""BGSD7EA765B6AFC8CA06""","""LINQ To SQL""","""LINQ To SQL is a technology that enables developers to map relational databases to .NET objects, allowing them to use LINQ queries to retrieve and manipulate data in the database. It simplifies data access code and provides a more intuitive way to interact with data, which saves developers time and reduces errors. It requires knowledge of C# or VB.NET and SQL syntax.""","[""SpecializedSkill""]"
"""Software Developer""","""BGSD7EA765B6AFC8CA06""","""LINQ To SQL""","""LINQ To SQL is a technology that enables developers to map relational databases to .NET objects, allowing them to use LINQ queries to retrieve and manipulate data in the database. It simplifies data access code and provides a more intuitive way to interact with data, which saves developers time and reduces errors. It requires knowledge of C# or VB.NET and SQL syntax.""","[""SpecializedSkill""]"
"""Level Developer""","""BGSD7EA765B6AFC8CA06""","""LINQ To SQL""","""LINQ To SQL is a technology that enables developers to map relational databases to .NET objects, allowing them to use LINQ queries to retrieve and manipulate data in the database. It simplifies data access code and provides a more intuitive way to interact with data, which saves developers time and reduces errors. It requires knowledge of C# or VB.NET and SQL syntax.""","[""SpecializedSkill""]"
""".NET Full Stack Developer""","""KS125W373Z10BLXZ5039""","""Linux Console""","""The Linux console is a system console internal to the Linux kernel. The Linux console provides a way for the kernel and other processes to send text output to the user, and to receive text input from the user. The user typically enters text with a computer keyboard and reads the output text on a computer monitor. The Linux kernel supports virtual consoles – consoles that are logically separate, but which access the same physical keyboard and display. The Linux console are implemented by the VT subsystem of the Linux kernel, and do not rely on any user space software. This is in contrast to a terminal emulator, which is a user space process that emulates a terminal, and is typically used in a graphical display environment.""","[""SpecializedSkill""]"
"""Platform Developer""","""KS125W66FY823S0Q90L7""","""Linux Mint""","""Linux Mint is a community-driven Linux distribution based on Ubuntu, bundled with a variety of free and open-source applications. It can provide full out-of-the-box multimedia support for those who choose to include proprietary software such as multimedia codecs.""","[""SpecializedSkill""]"
"""Golang Developer""","""KS123GJ76K23K122QD4D""","""Linux On Embedded Systems""","""Operating systems based on the Linux kernel are used in embedded systems such as consumer electronics.""","[""SpecializedSkill""]"
"""Developer""","""KS4429K77NK355CFZLHF""","""Linux On System Z""","""Linux on IBM Z is the collective term for the Linux operating system compiled to run on IBM mainframes, especially IBM Z and IBM LinuxONE servers. Similar terms which imply the same meaning are Linux on zEnterprise, Linux on zSeries, Linux/390, Linux/390x, etc.""","[""SpecializedSkill""]"
"""Full Stack C# Developer""","""KS239NMZQLIQZCOS7R6S""","""Logstash""","""Elasticsearch is a search engine based on the Lucene library. It provides a distributed, multitenant-capable full-text search engine with an HTTP web interface and schema-free JSON documents. Elasticsearch is developed in Java and is dual-licensed under the source-available Server Side Public License and the Elastic license, while other parts fall under the proprietary (source-available) Elastic License. Official clients are available in Java, .NET (C#), PHP, Python, Apache Groovy, Ruby and many other languages. According to the DB-Engines ranking, Elasticsearch is the most popular enterprise search engine followed by Apache Solr, also based on Lucene.""","[""SpecializedSkill""]"
